月度,达人分层,达人ID,月度视频条数,月度总GMV,参与激励方案类型,实际获得激励金额,是否当月退出,达人流失率,资金消耗率,GMV投产比
2025-12,头部,KOL_009,270,98017.83,条数+GMV叠加,1736.71,False,0.0,1.0654,55.65
2025-12,头部,KOL_010,398,61063.35,条数+GMV叠加,1021.77,False,0.0,1.0654,55.65
2025-12,头部,KOL_011,382,96899.84,条数+GMV叠加,1725.16,False,0.0,1.0654,55.65
2025-12,头部,KOL_012,288,92954.27,条数+GMV叠加,1684.37,False,0.0,1.0654,55.65
2025-12,头部,KOL_013,389,99745.03,条数+GMV叠加,1754.57,False,0.0,1.0654,55.65
2025-12,头部,KOL_014,325,52029.89,条数+GMV叠加,947.07,False,0.0,1.0654,55.65
2025-12,头部,KOL_015,241,44818.97,条数+GMV叠加,887.44,False,0.0,1.0654,55.65
2025-12,头部,KOL_016,311,122453.66,条数+GMV叠加,1989.29,False,0.0,1.0654,55.65
2025-12,头部,KOL_018,324,102882.04,条数+GMV叠加,1786.99,False,0.0,1.0654,55.65
2025-12,头部,KOL_019,307,108065.77,条数+GMV叠加,1840.57,False,0.0,1.0654,55.65
2025-12,头部,KOL_020,294,47081.8,条数+GMV叠加,906.15,False,0.0,1.0654,55.65
2025-12,头部,KOL_021,315,106772.88,条数+GMV叠加,1827.21,False,0.0,1.0654,55.65
2025-12,头部,KOL_022,296,93680.54,条数+GMV叠加,1691.88,False,0.0,1.0654,55.65
2025-12,头部,KOL_023,289,69727.95,条数+GMV叠加,1300.15,False,0.0,1.0654,55.65
2025-12,头部,KOL_024,317,68141.54,条数+GMV叠加,1287.03,False,0.0,1.0654,55.65
2025-12,头部,KOL_025,262,65305.96,条数+GMV叠加,1056.85,False,0.0,1.0654,55.65
2025-12,头部,KOL_026,254,77850.5,条数+GMV叠加,1367.31,False,0.0,1.0654,55.65
2025-12,头部,KOL_027,292,96052.66,条数+GMV叠加,1716.4,False,0.0,1.0654,55.65
2025-12,头部,KOL_028,248,74767.09,条数+GMV叠加,1341.82,False,0.0,1.0654,55.65
2025-12,头部,KOL_029,313,67880.77,条数+GMV叠加,1284.87,False,0.0,1.0654,55.65
2025-12,头部,KOL_030,339,82046.78,条数+GMV叠加,1571.63,False,0.0,1.0654,55.65
2025-12,腰部,KOL_032,199,6177.98,条数+GMV叠加,548.75,False,0.0526,1.095,11.67
2025-12,腰部,KOL_033,187,5237.84,条数+GMV叠加,543.89,False,0.0526,1.095,11.67
2025-12,腰部,KOL_034,183,4725.59,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_035,196,3107.59,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_036,175,5560.24,条数+GMV叠加,545.56,False,0.0526,1.095,11.67
2025-12,腰部,KOL_037,170,3476.73,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_038,223,6085.58,条数+GMV叠加,548.28,False,0.0526,1.095,11.67
2025-12,腰部,KOL_039,187,4871.55,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_040,244,5381.32,条数+GMV叠加,544.64,False,0.0526,1.095,11.67
2025-12,腰部,KOL_041,178,4410.0,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_042,242,3829.93,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_043,232,6069.28,条数+GMV叠加,548.19,False,0.0526,1.095,11.67
2025-12,腰部,KOL_044,233,5493.35,条数+GMV叠加,545.21,False,0.0526,1.095,11.67
2025-12,腰部,KOL_045,203,4008.32,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_046,249,4497.84,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_048,180,3607.3,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_049,206,7892.99,条数+GMV叠加,557.62,False,0.0526,1.095,11.67
2025-12,腰部,KOL_052,178,4400.43,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_053,185,4035.46,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_054,189,3211.65,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_055,187,4792.87,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_056,166,7102.39,条数+GMV叠加,553.53,False,0.0526,1.095,11.67
2025-12,腰部,KOL_057,183,2710.8,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_058,172,5693.03,条数+GMV叠加,546.25,False,0.0526,1.095,11.67
2025-12,腰部,KOL_059,197,5962.97,条数+GMV叠加,547.64,False,0.0526,1.095,11.67
2025-12,腰部,KOL_060,176,6081.59,条数+GMV叠加,548.26,False,0.0526,1.095,11.67
2025-12,腰部,KOL_061,255,7679.12,条数+GMV叠加,556.51,False,0.0526,1.095,11.67
2025-12,腰部,KOL_063,232,6192.65,条数+GMV叠加,548.83,False,0.0526,1.095,11.67
2025-12,腰部,KOL_064,247,6330.16,条数+GMV叠加,549.54,False,0.0526,1.095,11.67
2025-12,腰部,KOL_065,166,4223.57,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_066,190,5106.46,条数+GMV叠加,543.22,False,0.0526,1.095,11.67
2025-12,腰部,KOL_068,196,3901.5,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_070,221,4438.13,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_071,219,4328.18,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_072,266,6286.02,条数+GMV叠加,549.31,True,0.0526,1.095,11.67
2025-12,腰部,KOL_073,188,3355.68,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_074,196,5535.44,条数+GMV叠加,545.43,False,0.0526,1.095,11.67
2025-12,腰部,KOL_075,183,4438.86,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_076,167,6030.5,条数+GMV叠加,547.99,False,0.0526,1.095,11.67
2025-12,腰部,KOL_077,234,5397.95,条数+GMV叠加,544.72,True,0.0526,1.095,11.67
2025-12,腰部,KOL_078,170,4821.38,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_081,172,5331.19,条数+GMV叠加,544.38,False,0.0526,1.095,11.67
2025-12,腰部,KOL_083,189,5283.38,条数+GMV叠加,544.13,False,0.0526,1.095,11.67
2025-12,腰部,KOL_084,176,2761.14,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_085,212,4099.61,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_086,225,5691.51,条数+GMV叠加,546.24,False,0.0526,1.095,11.67
2025-12,腰部,KOL_087,188,5431.55,条数+GMV叠加,544.9,True,0.0526,1.095,11.67
2025-12,腰部,KOL_088,244,3048.56,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_089,222,2854.6,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_090,236,7784.87,条数+GMV叠加,557.06,False,0.0526,1.095,11.67
2025-12,腰部,KOL_091,199,5822.56,条数+GMV叠加,546.92,False,0.0526,1.095,11.67
2025-12,腰部,KOL_092,183,4513.46,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_093,207,5921.4,条数+GMV叠加,547.43,False,0.0526,1.095,11.67
2025-12,腰部,KOL_094,184,6007.64,条数+GMV叠加,547.87,False,0.0526,1.095,11.67
2025-12,腰部,KOL_095,183,4054.45,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_096,186,5695.29,条数+GMV叠加,546.26,False,0.0526,1.095,11.67
2025-12,腰部,KOL_097,219,4738.61,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_098,185,4967.32,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_099,214,6000.09,条数+GMV叠加,547.83,False,0.0526,1.095,11.67
2025-12,腰部,KOL_100,204,6408.91,条数+GMV叠加,549.95,False,0.0526,1.095,11.67
2025-12,腰部,KOL_101,180,2824.17,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_103,233,7472.33,条数+GMV叠加,555.44,False,0.0526,1.095,11.67
2025-12,腰部,KOL_104,249,7055.25,条数+GMV叠加,553.29,False,0.0526,1.095,11.67
2025-12,腰部,KOL_105,168,3429.46,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_106,212,5735.84,条数+GMV叠加,546.47,False,0.0526,1.095,11.67
2025-12,腰部,KOL_108,198,5127.26,条数+GMV叠加,543.32,False,0.0526,1.095,11.67
2025-12,腰部,KOL_109,196,4747.27,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_110,222,2835.1,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_111,224,5087.2,条数+GMV叠加,543.12,False,0.0526,1.095,11.67
2025-12,腰部,KOL_112,222,5747.82,条数+GMV叠加,546.53,False,0.0526,1.095,11.67
2025-12,腰部,KOL_113,216,4924.66,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_114,197,4715.97,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_117,201,3497.09,纯条数激励,310.09,False,0.0526,1.095,11.67
2025-12,腰部,KOL_118,181,4148.92,纯条数激励,310.09,True,0.0526,1.095,11.67
2025-12,腰部,KOL_120,199,5042.08,条数+GMV叠加,542.88,False,0.0526,1.095,11.67
2025-12,尾部,KOL_122,118,379.66,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_123,172,443.3,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_125,127,538.7,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_126,166,631.0,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_127,165,660.99,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_128,184,268.09,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_129,158,536.81,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_130,164,577.2,纯条数激励,310.09,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_131,187,435.87,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_132,176,494.1,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_133,174,584.77,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_136,150,624.04,纯条数激励,310.09,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_137,163,566.47,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_139,137,521.82,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_140,172,556.72,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_141,187,491.93,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_143,160,560.15,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_144,144,592.21,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_145,172,594.35,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_146,154,479.32,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_148,156,562.56,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_152,197,480.53,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_153,152,349.92,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_154,184,711.32,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_155,171,579.18,纯条数激励,310.09,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_158,124,377.6,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_159,135,452.75,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_161,161,776.92,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_162,149,625.4,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_163,146,535.55,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_164,184,552.24,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_165,169,398.0,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_168,187,604.54,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_169,132,252.94,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_170,191,774.56,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_171,173,437.95,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_172,168,568.05,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_173,161,486.2,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_174,184,618.87,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_176,142,481.33,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_177,153,478.18,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_178,191,390.93,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_179,153,519.07,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_180,154,473.24,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_181,152,385.7,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_182,196,457.02,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_183,176,337.52,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_186,117,289.02,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_188,134,664.01,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_190,168,611.52,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_191,163,630.43,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_192,136,572.45,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_193,151,402.53,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_194,164,593.33,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_195,185,305.09,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_196,153,585.64,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_197,179,579.65,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_198,165,597.94,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_199,169,508.32,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_201,184,675.13,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_202,171,657.48,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_203,182,749.99,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_204,175,349.77,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_205,162,381.25,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_206,159,524.61,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_207,148,537.59,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_208,131,485.57,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_209,196,538.62,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_210,140,569.78,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_211,189,725.08,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_213,124,511.96,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_215,139,354.65,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_217,160,630.24,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_218,133,411.34,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_219,149,661.98,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_220,146,519.36,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_221,142,490.0,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_223,174,684.24,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_224,165,421.95,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_225,155,562.41,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_226,152,388.51,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_227,166,424.07,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_228,175,437.24,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_229,154,418.14,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_230,174,653.13,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_231,138,334.57,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_232,192,356.55,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_233,171,317.23,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_234,196,787.19,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_235,170,656.27,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_236,174,630.42,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_237,154,457.64,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_238,172,381.09,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_241,171,719.84,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_243,159,704.87,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_245,169,409.6,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_247,125,372.2,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_249,183,709.72,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_250,167,639.07,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_251,131,425.28,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_255,147,547.35,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_257,173,671.31,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_258,161,567.1,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_259,165,466.76,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_260,152,455.04,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_261,132,352.16,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_263,133,430.28,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_265,140,510.55,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_266,154,451.12,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_268,160,438.85,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_270,143,697.6,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_272,157,497.21,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_273,169,531.27,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_274,133,580.52,纯条数激励,310.09,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_276,139,568.49,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_277,123,240.04,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_278,134,513.36,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_279,183,601.32,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_280,179,714.32,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_281,152,613.34,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_282,164,560.23,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_283,202,409.51,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_284,166,789.64,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_285,149,609.3,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_287,161,557.12,纯条数激励,310.09,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_288,162,289.16,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_289,166,381.21,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_290,192,454.41,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_291,174,586.81,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_293,198,548.57,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_294,127,554.12,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_295,166,574.16,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_296,165,374.8,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_297,136,448.67,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_298,159,768.89,纯条数激励,310.09,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_300,178,477.77,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,腰部,KOL_301,189,8115.39,条数+GMV叠加,558.77,False,0.0526,1.095,11.67
2025-12,尾部,KOL_302,171,762.92,纯条数激励,310.09,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_303,161,317.0,未达标,0.0,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_305,167,626.2,纯条数激励,310.09,True,0.1608,0.6512,3.81
2025-12,尾部,KOL_306,167,548.22,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,头部,KOL_307,273,33896.7,条数+GMV叠加,797.12,False,0.0,1.0654,55.65
2025-12,尾部,KOL_308,155,258.1,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_309,130,327.61,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,尾部,KOL_310,169,489.22,未达标,0.0,False,0.1608,0.6512,3.81
2025-12,头部,KOL_311,283,39025.18,条数+GMV叠加,839.53,False,0.0,1.0654,55.65
2026-01,头部,KOL_001,340,89484.06,条数+GMV叠加,1646.67,False,0.0,1.0682,56.42
2026-01,头部,KOL_002,307,41283.03,条数+GMV叠加,857.25,False,0.0,1.0682,56.42
2026-01,头部,KOL_003,329,121483.02,条数+GMV叠加,1977.06,False,0.0,1.0682,56.42
2026-01,头部,KOL_004,265,66481.63,条数+GMV叠加,1065.39,False,0.0,1.0682,56.42
2026-01,头部,KOL_005,416,69587.69,条数+GMV叠加,1297.54,False,0.0,1.0682,56.42
2026-01,头部,KOL_006,283,74335.6,条数+GMV叠加,1336.76,False,0.0,1.0682,56.42
2026-01,头部,KOL_007,365,62551.77,条数+GMV叠加,1032.93,False,0.0,1.0682,56.42
2026-01,头部,KOL_008,346,53274.59,条数+GMV叠加,956.3,False,0.0,1.0682,56.42
2026-01,头部,KOL_009,310,80312.36,条数+GMV叠加,1551.98,False,0.0,1.0682,56.42
2026-01,头部,KOL_010,379,61623.8,条数+GMV叠加,1025.26,False,0.0,1.0682,56.42
2026-01,头部,KOL_011,383,87133.68,条数+GMV叠加,1622.41,False,0.0,1.0682,56.42
2026-01,头部,KOL_012,326,113624.56,条数+GMV叠加,1895.92,False,0.0,1.0682,56.42
2026-01,头部,KOL_013,364,96498.12,条数+GMV叠加,1719.09,False,0.0,1.0682,56.42
2026-01,头部,KOL_014,345,67913.98,条数+GMV叠加,1283.72,False,0.0,1.0682,56.42
2026-01,头部,KOL_015,220,47060.97,条数+GMV叠加,904.97,False,0.0,1.0682,56.42
2026-01,头部,KOL_016,311,114223.71,条数+GMV叠加,1902.11,False,0.0,1.0682,56.42
2026-01,头部,KOL_018,323,106408.95,条数+GMV叠加,1821.42,False,0.0,1.0682,56.42
2026-01,头部,KOL_019,310,137827.25,条数+GMV叠加,2145.82,False,0.0,1.0682,56.42
2026-01,头部,KOL_020,328,47614.67,条数+GMV叠加,909.55,False,0.0,1.0682,56.42
2026-01,头部,KOL_021,309,94173.31,条数+GMV叠加,1695.09,False,0.0,1.0682,56.42
2026-01,头部,KOL_022,284,82146.82,条数+GMV叠加,1570.92,False,0.0,1.0682,56.42
2026-01,头部,KOL_023,301,70695.02,条数+GMV叠加,1306.69,False,0.0,1.0682,56.42
2026-01,头部,KOL_024,357,66630.73,条数+GMV叠加,1066.62,False,0.0,1.0682,56.42
2026-01,头部,KOL_025,254,58776.53,条数+GMV叠加,1001.74,False,0.0,1.0682,56.42
2026-01,头部,KOL_026,300,76467.91,条数+GMV叠加,1354.38,False,0.0,1.0682,56.42
2026-01,头部,KOL_027,279,93173.78,条数+GMV叠加,1684.77,False,0.0,1.0682,56.42
2026-01,头部,KOL_028,252,68488.74,条数+GMV叠加,1288.47,False,0.0,1.0682,56.42
2026-01,头部,KOL_029,271,70366.8,条数+GMV叠加,1303.98,False,0.0,1.0682,56.42
2026-01,头部,KOL_030,342,81524.61,条数+GMV叠加,1564.49,False,0.0,1.0682,56.42
2026-01,腰部,KOL_032,217,6312.23,条数+GMV叠加,548.84,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_033,201,4549.8,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_034,212,5320.83,条数+GMV叠加,543.72,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_035,193,2935.45,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_036,189,6433.59,条数+GMV叠加,549.46,True,0.0875,1.1332,11.64
2026-01,腰部,KOL_037,174,3856.56,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_038,238,6739.71,条数+GMV叠加,551.04,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_039,195,5754.45,条数+GMV叠加,545.96,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_040,260,5222.02,条数+GMV叠加,543.21,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_041,195,4791.38,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_042,253,3915.45,纯条数激励,309.75,True,0.0875,1.1332,11.64
2026-01,腰部,KOL_043,218,5098.13,条数+GMV叠加,542.57,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_044,221,4886.35,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_045,193,3988.83,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_046,234,4282.43,纯条数激励,309.75,True,0.0875,1.1332,11.64
2026-01,腰部,KOL_048,185,4292.47,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_049,208,6726.89,条数+GMV叠加,550.98,False,0.0875,1.1332,11.64
